asset,date,open,high,low,close,volume
GOOGL,2014-05-30,232.61,234.75,229.03,229.73,2268941
GOOGL,2014-05-31,229.73,237.59,225.19,233.21,2766411
GOOGL,2014-06-01,233.21,235.82,226.84,231.05,2121321
GOOGL,2014-06-02,231.05,234.79,226.65,228.70,3409695
GOOGL,2014-06-03,228.70,232.92,224.92,231.02,1498933
GOOGL,2014-06-04,231.02,234.90,228.90,232.34,3220235
GOOGL,2014-06-05,232.34,235.16,231.61,231.96,1777535
GOOGL,2014-06-06,231.96,232.81,226.92,227.33,2704052
GOOGL,2014-06-07,227.33,231.39,217.87,220.96,3910022
GOOGL,2014-06-08,220.96,224.21,217.65,222.20,1477985
GOOGL,2014-06-09,222.20,228.14,219.96,224.08,2597985
GOOGL,2014-06-10,224.08,228.24,223.41,227.44,1926048
GOOGL,2014-06-11,227.44,232.43,225.65,229.34,2502077
GOOGL,2014-06-12,229.34,230.07,224.98,226.94,3675383
GOOGL,2014-06-13,226.94,235.43,222.68,230.82,1890885
GOOGL,2014-06-14,230.82,234.69,226.70,230.77,4410551
GOOGL,2014-06-15,230.77,234.01,228.10,228.78,4538198
GOOGL,2014-06-16,228.78,231.93,224.95,228.41,2080146
GOOGL,2014-06-17,228.41,232.47,213.92,218.01,2404903
GOOGL,2014-06-18,218.01,222.23,206.23,210.00,2216410
GOOGL,2014-06-19,210.00,210.25,206.55,209.90,3527923
GOOGL,2014-06-20,209.90,212.15,206.26,208.97,3224125
GOOGL,2014-06-21,208.97,218.37,208.42,216.83,1306577
GOOGL,2014-06-22,216.83,221.98,213.82,217.88,3756907
GOOGL,2014-06-23,217.88,225.51,215.60,222.82,1609820
GOOGL,2014-06-24,222.82,223.89,215.22,215.99,4079468
GOOGL,2014-06-25,215.99,219.88,206.72,210.40,1879754
GOOGL,2014-06-26,210.40,211.48,207.23,208.40,3737050
GOOGL,2014-06-27,208.40,217.60,207.58,213.99,2563803
GOOGL,2014-06-28,213.99,220.12,211.76,216.00,4186365
GOOGL,2014-06-29,216.00,222.17,214.99,218.30,4284560
GOOGL,2014-06-30,218.30,223.73,216.63,219.94,4591170
GOOGL,2014-07-01,219.94,222.29,216.26,216.74,2220074
GOOGL,2014-07-02,216.74,218.60,209.52,211.91,3788786
GOOGL,2014-07-03,211.91,220.48,207.68,216.83,3503247
GOOGL,2014-07-04,216.83,219.27,205.32,207.62,4780312
GOOGL,2014-07-05,207.62,209.14,203.60,206.77,3168254
GOOGL,2014-07-06,206.77,207.94,205.65,207.94,3508958
GOOGL,2014-07-07,207.94,216.09,205.62,215.68,1250131
GOOGL,2014-07-08,215.68,216.04,209.28,211.18,4285336
GOOGL,2014-07-09,211.18,213.45,210.92,211.53,2321213
GOOGL,2014-07-10,211.53,212.00,207.66,210.53,1305071
GOOGL,2014-07-11,210.53,212.52,197.04,198.84,3196201
GOOGL,2014-07-12,198.84,205.30,197.84,201.69,4730757
GOOGL,2014-07-13,201.69,202.63,194.31,196.01,3741954
GOOGL,2014-07-14,196.01,196.69,191.14,192.59,4065035
GOOGL,2014-07-15,192.59,193.98,188.73,190.63,1329005
GOOGL,2014-07-16,190.63,194.11,186.10,188.99,3151819
GOOGL,2014-07-17,188.99,190.48,186.22,189.18,4071070
GOOGL,2014-07-18,189.18,194.80,187.33,194.03,2505446
GOOGL,2014-07-19,194.03,202.38,193.72,198.49,3133883
GOOGL,2014-07-20,198.49,200.34,196.86,197.15,4360230
GOOGL,2014-07-21,197.15,199.46,192.11,195.38,2403110
GOOGL,2014-07-22,195.38,199.64,195.15,196.75,3209438
GOOGL,2014-07-23,196.75,204.80,193.33,204.69,2294377
GOOGL,2014-07-24,204.69,206.23,197.78,198.05,4820195
GOOGL,2014-07-25,198.05,200.48,193.08,194.89,1162427
GOOGL,2014-07-26,194.89,204.45,193.98,201.72,2201346
GOOGL,2014-07-27,201.72,207.71,199.03,204.47,4816636
GOOGL,2014-07-28,204.47,207.82,204.04,205.56,2703896
GOOGL,2014-07-29,205.56,208.35,198.85,202.35,4487031
GOOGL,2014-07-30,202.35,203.71,198.58,202.24,2019607
GOOGL,2014-07-31,202.24,209.61,200.76,207.42,1647677
GOOGL,2014-08-01,207.42,209.77,201.36,204.35,1292461
GOOGL,2014-08-02,204.35,208.06,199.75,202.25,3230237
GOOGL,2014-08-03,202.25,205.95,201.09,201.14,4185130
GOOGL,2014-08-04,201.14,203.76,196.50,198.23,4816714
GOOGL,2014-08-05,198.23,201.26,195.01,199.99,1059719
GOOGL,2014-08-06,199.99,200.36,194.89,195.32,1767045
GOOGL,2014-08-07,195.32,196.77,187.69,191.33,3983255
GOOGL,2014-08-08,191.33,198.22,190.88,195.74,4679036
GOOGL,2014-08-09,195.74,196.81,190.11,191.48,3664917
GOOGL,2014-08-10,191.48,194.79,190.73,194.77,3051093
GOOGL,2014-08-11,194.77,197.85,191.19,192.24,4166317
GOOGL,2014-08-12,192.24,192.34,187.12,190.10,2364388
GOOGL,2014-08-13,190.10,199.76,188.21,196.51,3363689
GOOGL,2014-08-14,196.51,197.27,191.60,194.79,4604592
GOOGL,2014-08-15,194.79,195.46,194.07,194.24,4432022
GOOGL,2014-08-16,194.24,197.69,183.11,185.30,1397486
GOOGL,2014-08-17,185.30,187.28,178.70,182.19,2650184
GOOGL,2014-08-18,182.19,188.69,181.27,188.29,1458305
GOOGL,2014-08-19,188.29,196.31,186.70,194.30,3644373
GOOGL,2014-08-20,194.30,199.37,191.57,198.56,2266612
GOOGL,2014-08-21,198.56,201.23,192.63,196.54,1587163
GOOGL,2014-08-22,196.54,199.33,190.69,193.41,2928668
GOOGL,2014-08-23,193.41,194.83,187.85,188.41,4465422
GOOGL,2014-08-24,188.41,189.09,185.82,186.09,2761755
GOOGL,2014-08-25,186.09,186.40,178.03,181.11,3967633
GOOGL,2014-08-26,181.11,183.99,176.24,177.81,3240054
GOOGL,2014-08-27,177.81,184.62,174.90,182.47,1505892
GOOGL,2014-08-28,182.47,185.19,179.83,181.09,1256402
GOOGL,2014-08-29,181.09,181.48,174.80,176.58,2552531
GOOGL,2014-08-30,176.58,176.86,171.05,172.06,4314597
GOOGL,2014-08-31,172.06,174.36,170.46,174.09,1831912
GOOGL,2014-09-01,174.09,175.74,172.60,175.13,1830037
GOOGL,2014-09-02,175.13,181.34,171.71,181.20,2953048
GOOGL,2014-09-03,181.20,184.81,180.75,183.90,4529226
GOOGL,2014-09-04,183.90,187.00,181.89,183.65,2617572
GOOGL,2014-09-05,183.65,184.82,178.36,180.97,2516644
GOOGL,2014-09-06,180.97,183.62,177.41,181.50,4442320
GOOGL,2014-09-07,181.50,183.24,179.20,180.95,2437581
GOOGL,2014-09-08,180.95,183.51,176.79,178.87,1709508
GOOGL,2014-09-09,178.87,179.29,173.99,177.13,1455286
GOOGL,2014-09-10,177.13,182.17,176.71,179.42,1226237
GOOGL,2014-09-11,179.42,181.64,173.37,173.93,2594713
GOOGL,2014-09-12,173.93,174.91,168.05,170.13,4929741
GOOGL,2014-09-13,170.13,179.32,169.62,176.24,4535265
GOOGL,2014-09-14,176.24,182.08,173.82,179.97,2357674
GOOGL,2014-09-15,179.97,182.50,177.30,178.69,2616207
GOOGL,2014-09-16,178.69,179.13,173.35,176.63,1603393
GOOGL,2014-09-17,176.63,178.04,173.71,177.54,1978731
GOOGL,2014-09-18,177.54,181.43,176.46,179.43,4792384
GOOGL,2014-09-19,179.43,185.84,178.86,183.59,2104538
GOOGL,2014-09-20,183.59,185.22,178.48,181.20,1698665
GOOGL,2014-09-21,181.20,182.61,180.04,180.31,2811514
GOOGL,2014-09-22,180.31,180.40,179.66,179.70,2182564
GOOGL,2014-09-23,179.70,179.79,177.14,179.42,4910050
GOOGL,2014-09-24,179.42,180.72,178.53,179.40,3157919
GOOGL,2014-09-25,179.40,182.75,178.10,181.26,3623726
GOOGL,2014-09-26,181.26,183.53,175.62,176.43,2912759
GOOGL,2014-09-27,176.43,177.75,170.14,172.69,1148346
GOOGL,2014-09-28,172.69,174.82,166.75,167.74,3717941
GOOGL,2014-09-29,167.74,168.50,163.73,164.97,4038397
GOOGL,2014-09-30,164.97,167.44,162.51,166.63,2189230
GOOGL,2014-10-01,166.63,169.21,159.67,162.05,3271604
GOOGL,2014-10-02,162.05,163.43,156.20,158.86,1097231
GOOGL,2014-10-03,158.86,161.75,155.93,159.86,3360460
GOOGL,2014-10-04,159.86,162.23,156.63,159.25,4456450
GOOGL,2014-10-05,159.25,161.07,156.25,158.36,4137445
GOOGL,2014-10-06,158.36,161.02,157.03,160.11,2170498
GOOGL,2014-10-07,160.11,162.40,160.03,160.66,4794741
GOOGL,2014-10-08,160.66,163.36,155.38,157.00,3005554
GOOGL,2014-10-09,157.00,159.48,156.09,158.83,3080639
GOOGL,2014-10-10,158.83,159.02,154.52,156.91,2129508
GOOGL,2014-10-11,156.91,163.75,155.77,161.62,2327426
GOOGL,2014-10-12,161.62,164.53,158.20,160.11,2340957
GOOGL,2014-10-13,160.11,162.52,158.05,158.15,2500299
GOOGL,2014-10-14,158.15,161.25,155.31,157.50,3351219
GOOGL,2014-10-15,157.50,157.88,152.12,154.76,1128928
GOOGL,2014-10-16,154.76,156.89,152.04,154.52,1280320
GOOGL,2014-10-17,154.52,156.11,152.70,153.77,1480409
GOOGL,2014-10-18,153.77,154.32,148.00,148.53,3349225
GOOGL,2014-10-19,148.53,151.66,148.09,150.13,4837190
GOOGL,2014-10-20,150.13,150.67,145.77,146.99,2456984
GOOGL,2014-10-21,146.99,151.13,144.23,149.52,4491372
GOOGL,2014-10-22,149.52,150.38,146.78,149.62,3859420
GOOGL,2014-10-23,149.62,155.18,148.72,152.43,1026859
GOOGL,2014-10-24,152.43,153.80,150.31,151.25,3767136
GOOGL,2014-10-25,151.25,152.30,149.27,151.14,4307504
GOOGL,2014-10-26,151.14,155.93,150.18,153.54,1375875
GOOGL,2014-10-27,153.54,156.78,151.45,155.91,4725247
GOOGL,2014-10-28,155.91,158.41,149.55,152.50,2889280
GOOGL,2014-10-29,152.50,152.90,148.88,149.94,1626084
GOOGL,2014-10-30,149.94,154.75,147.02,154.11,3893885
GOOGL,2014-10-31,154.11,155.69,151.73,153.01,4066219
GOOGL,2014-11-01,153.01,155.71,151.08,155.41,4293896
GOOGL,2014-11-02,155.41,160.44,154.31,160.01,1151269
GOOGL,2014-11-03,160.01,164.20,158.02,163.43,2760188
GOOGL,2014-11-04,163.43,165.11,160.96,162.39,2194402
GOOGL,2014-11-05,162.39,164.30,161.76,163.10,3730495
GOOGL,2014-11-06,163.10,166.83,160.13,163.95,3428144
GOOGL,2014-11-07,163.95,166.80,160.54,163.20,4842411
GOOGL,2014-11-08,163.20,163.84,158.37,160.09,3891381
GOOGL,2014-11-09,160.09,160.51,155.68,158.65,1364024
GOOGL,2014-11-10,158.65,166.84,156.84,164.59,3291426
GOOGL,2014-11-11,164.59,172.53,163.54,170.49,4147270
GOOGL,2014-11-12,170.49,173.11,167.21,171.93,4935113
GOOGL,2014-11-13,171.93,176.88,169.59,175.73,2880086
GOOGL,2014-11-14,175.73,182.78,174.48,182.09,4691066
GOOGL,2014-11-15,182.09,182.43,179.87,180.86,1517761
GOOGL,2014-11-16,180.86,184.38,176.67,178.21,2364928
GOOGL,2014-11-17,178.21,181.21,171.94,174.62,2434861
GOOGL,2014-11-18,174.62,178.06,173.17,177.39,4119558
GOOGL,2014-11-19,177.39,179.51,174.21,176.15,4380677
GOOGL,2014-11-20,176.15,178.22,175.61,177.31,3446242
GOOGL,2014-11-21,177.31,180.14,174.79,176.57,3021907
GOOGL,2014-11-22,176.57,184.77,174.23,181.49,3495203
GOOGL,2014-11-23,181.49,183.17,173.44,176.05,2416948
GOOGL,2014-11-24,176.05,178.29,171.61,172.65,2326256
GOOGL,2014-11-25,172.65,173.27,162.68,165.14,3763589
GOOGL,2014-11-26,165.14,167.96,158.27,158.64,1555781
GOOGL,2014-11-27,158.64,159.64,155.09,157.86,1115430
GOOGL,2014-11-28,157.86,160.90,152.22,154.56,4780021
GOOGL,2014-11-29,154.56,156.45,151.69,152.61,1287966
GOOGL,2014-11-30,152.61,155.61,148.89,151.64,1679530
GOOGL,2014-12-01,151.64,159.55,149.95,158.17,3912287
GOOGL,2014-12-02,158.17,159.60,156.60,158.60,4684079
GOOGL,2014-12-03,158.60,160.88,156.15,158.08,1260646
GOOGL,2014-12-04,158.08,165.41,155.95,163.50,3180287
GOOGL,2014-12-05,163.50,165.51,162.29,165.49,3495580
GOOGL,2014-12-06,165.49,167.54,158.42,159.04,3383189
GOOGL,2014-12-07,159.04,162.29,158.56,160.08,2272500
GOOGL,2014-12-08,160.08,162.52,158.02,159.87,1982985
GOOGL,2014-12-09,159.87,160.73,157.78,159.04,3764032
GOOGL,2014-12-10,159.04,162.18,156.44,156.65,1020399
GOOGL,2014-12-11,156.65,158.04,154.47,155.67,2235545
GOOGL,2014-12-12,155.67,159.22,155.12,157.97,2233972
GOOGL,2014-12-13,157.97,160.63,156.60,159.35,3178755
GOOGL,2014-12-14,159.35,163.86,157.58,160.71,2884589
GOOGL,2014-12-15,160.71,165.35,160.02,164.09,3296730
GOOGL,2014-12-16,164.09,165.03,160.23,163.39,2384531
GOOGL,2014-12-17,163.39,165.95,155.37,157.20,4727220
GOOGL,2014-12-18,157.20,159.17,156.76,158.06,1056476
GOOGL,2014-12-19,158.06,158.81,155.91,158.33,3376091
GOOGL,2014-12-20,158.33,159.39,153.89,155.80,3978686
GOOGL,2014-12-21,155.80,160.30,154.94,158.21,1078593
GOOGL,2014-12-22,158.21,165.51,156.97,164.58,2966944
GOOGL,2014-12-23,164.58,167.48,159.67,160.30,3557046
GOOGL,2014-12-24,160.30,163.80,157.13,161.48,4295354
GOOGL,2014-12-25,161.48,166.98,158.63,164.28,2913050
GOOGL,2014-12-26,164.28,167.76,162.58,167.00,2022281
GOOGL,2014-12-27,167.00,173.82,166.79,172.01,2130330
GOOGL,2014-12-28,172.01,179.29,169.14,177.48,1632732
GOOGL,2014-12-29,177.48,178.02,175.34,176.99,2789616
GOOGL,2014-12-30,176.99,181.42,173.95,180.09,4326189
GOOGL,2014-12-31,180.09,182.87,179.56,181.26,2143738
GOOGL,2015-01-01,181.26,182.82,179.88,182.00,3544871
GOOGL,2015-01-02,182.00,184.58,181.83,183.09,4836525
GOOGL,2015-01-03,183.09,190.22,180.32,187.19,3327077
GOOGL,2015-01-04,187.19,188.97,183.26,185.18,4231617
GOOGL,2015-01-05,185.18,191.03,184.01,189.24,2523653
GOOGL,2015-01-06,189.24,196.98,187.83,195.28,4986202
GOOGL,2015-01-07,195.28,198.37,187.39,189.43,1928597
GOOGL,2015-01-08,189.43,197.29,186.76,196.38,3707564
GOOGL,2015-01-09,196.38,197.50,186.20,187.42,2314956
GOOGL,2015-01-10,187.42,190.08,182.39,184.52,2537538
GOOGL,2015-01-11,184.52,188.28,182.85,187.49,4456030
GOOGL,2015-01-12,187.49,187.64,186.27,186.97,3339113
GOOGL,2015-01-13,186.97,190.20,183.14,186.63,1095524
GOOGL,2015-01-14,186.63,187.24,181.86,181.93,2935554
GOOGL,2015-01-15,181.93,184.66,179.39,181.57,2788423
GOOGL,2015-01-16,181.57,186.75,178.74,184.47,3206283
GOOGL,2015-01-17,184.47,184.68,179.00,182.25,3373196
GOOGL,2015-01-18,182.25,185.88,173.75,175.80,1230515
GOOGL,2015-01-19,175.80,176.19,170.48,172.21,3143601
GOOGL,2015-01-20,172.21,174.24,167.86,169.85,3425667
GOOGL,2015-01-21,169.85,173.07,167.37,171.67,1085506
GOOGL,2015-01-22,171.67,174.27,166.39,169.67,2215968
GOOGL,2015-01-23,169.67,171.70,165.78,167.76,4105794
GOOGL,2015-01-24,167.76,168.08,167.33,168.07,2442597
GOOGL,2015-01-25,168.07,169.46,165.22,165.38,2015665
GOOGL,2015-01-26,165.38,165.58,162.63,164.73,1672913
GOOGL,2015-01-27,164.73,166.69,161.53,162.71,2295263
GOOGL,2015-01-28,162.71,164.74,159.08,160.15,4355765
GOOGL,2015-01-29,160.15,161.22,152.74,155.17,4583844
GOOGL,2015-01-30,155.17,156.33,152.19,155.96,1286232
GOOGL,2015-01-31,155.96,156.75,155.31,155.47,4510204
GOOGL,2015-02-01,155.47,155.83,151.04,154.12,2218999
GOOGL,2015-02-02,154.12,156.69,152.04,155.67,4064004
GOOGL,2015-02-03,155.67,158.08,154.46,154.99,1714970
GOOGL,2015-02-04,154.99,157.95,151.81,153.83,3306335
GOOGL,2015-02-05,153.83,156.53,145.18,147.75,4334232
GOOGL,2015-02-06,147.75,148.57,147.39,148.20,3324942
GOOGL,2015-02-07,148.20,151.05,140.76,141.12,1431393
GOOGL,2015-02-08,141.12,142.53,136.56,138.99,4079883
GOOGL,2015-02-09,138.99,141.56,137.53,138.34,3921297
GOOGL,2015-02-10,138.34,140.79,136.82,139.47,1511601
GOOGL,2015-02-11,139.47,141.01,138.58,139.02,3012481
GOOGL,2015-02-12,139.02,143.11,136.72,141.80,3055338
GOOGL,2015-02-13,141.80,144.19,139.24,140.57,1699528
GOOGL,2015-02-14,140.57,142.38,133.08,134.69,2425821
GOOGL,2015-02-15,134.69,136.88,131.18,132.95,1021174
GOOGL,2015-02-16,132.95,133.74,127.52,129.05,1925866
GOOGL,2015-02-17,129.05,137.09,127.28,134.71,1779636
GOOGL,2015-02-18,134.71,134.77,131.46,133.71,4051915
GOOGL,2015-02-19,133.71,142.80,133.23,140.28,2816201
GOOGL,2015-02-20,140.28,143.86,137.92,142.82,2025536
GOOGL,2015-02-21,142.82,146.63,140.69,145.03,3173569
GOOGL,2015-02-22,145.03,147.45,144.45,146.85,2277765
GOOGL,2015-02-23,146.85,148.08,145.58,146.77,3815080
GOOGL,2015-02-24,146.77,148.68,142.50,144.13,1469535
GOOGL,2015-02-25,144.13,144.13,136.45,136.72,3476934
GOOGL,2015-02-26,136.72,137.37,135.06,135.68,3057330
GOOGL,2015-02-27,135.68,136.36,133.99,135.16,2595668
GOOGL,2015-02-28,135.16,140.13,134.96,139.61,1978261
GOOGL,2015-03-01,139.61,143.01,137.40,141.34,2659398
GOOGL,2015-03-02,141.34,146.12,138.62,143.43,2733027
GOOGL,2015-03-03,143.43,145.87,142.86,143.60,4600237
GOOGL,2015-03-04,143.60,143.90,138.59,140.73,2881638
GOOGL,2015-03-05,140.73,143.17,139.71,141.53,2845878
GOOGL,2015-03-06,141.53,142.41,139.38,140.25,2481768
GOOGL,2015-03-07,140.25,143.29,138.27,143.18,4834985
GOOGL,2015-03-08,143.18,150.93,141.87,149.32,4719789
GOOGL,2015-03-09,149.32,155.54,146.39,153.50,2131169
GOOGL,2015-03-10,153.50,154.70,149.95,151.37,4254558
GOOGL,2015-03-11,151.37,153.35,149.66,150.37,4137446
GOOGL,2015-03-12,150.37,151.14,143.27,143.38,4366102
GOOGL,2015-03-13,143.38,145.82,142.55,144.61,1462816
GOOGL,2015-03-14,144.61,146.68,142.60,143.55,3285715
GOOGL,2015-03-15,143.55,145.82,138.34,140.74,4859524
GOOGL,2015-03-16,140.74,142.56,136.09,137.94,1417039
GOOGL,2015-03-17,137.94,148.37,136.65,145.80,1635528
GOOGL,2015-03-18,145.80,145.83,141.91,144.39,2971055
GOOGL,2015-03-19,144.39,146.52,143.05,145.37,4704185
GOOGL,2015-03-20,145.37,148.09,145.20,147.17,1496183
GOOGL,2015-03-21,147.17,153.27,145.15,150.36,4647504
GOOGL,2015-03-22,150.36,151.11,147.12,147.58,4718392
GOOGL,2015-03-23,147.58,149.67,143.15,145.28,2472135
GOOGL,2015-03-24,145.28,150.40,144.82,148.90,1529271
GOOGL,2015-03-25,148.90,150.47,144.61,146.81,4653904
GOOGL,2015-03-26,146.81,147.26,141.86,144.09,4880489
GOOGL,2015-03-27,144.09,146.70,138.63,141.18,1207939
GOOGL,2015-03-28,141.18,142.45,138.48,141.72,2726655
GOOGL,2015-03-29,141.72,147.33,140.74,145.19,3044930
GOOGL,2015-03-30,145.19,151.16,143.38,150.63,2038496
GOOGL,2015-03-31,150.63,151.10,146.37,146.94,4234893
GOOGL,2015-04-01,146.94,147.04,141.02,143.75,1656290
GOOGL,2015-04-02,143.75,144.50,138.63,139.57,1094805
GOOGL,2015-04-03,139.57,145.78,138.85,142.94,2747439
GOOGL,2015-04-04,142.94,146.29,142.36,143.94,4888754
GOOGL,2015-04-05,143.94,146.19,143.75,145.37,2976817
GOOGL,2015-04-06,145.37,145.41,143.72,144.81,4170453
GOOGL,2015-04-07,144.81,146.70,143.73,143.87,4941532
GOOGL,2015-04-08,143.87,145.02,140.59,141.13,3066650
GOOGL,2015-04-09,141.13,143.44,139.48,142.36,2913528
GOOGL,2015-04-10,142.36,142.76,139.61,141.11,2208348
GOOGL,2015-04-11,141.11,142.92,138.60,141.08,2794899
GOOGL,2015-04-12,141.08,142.27,139.92,140.43,2775519
GOOGL,2015-04-13,140.43,141.58,132.28,134.06,4401939
GOOGL,2015-04-14,134.06,135.20,127.71,128.49,2701273
GOOGL,2015-04-15,128.49,131.89,127.77,131.13,1091850
GOOGL,2015-04-16,131.13,135.25,128.62,134.86,2096920
GOOGL,2015-04-17,134.86,134.95,126.90,128.08,4314309
GOOGL,2015-04-18,128.08,128.80,126.03,128.33,4271487
GOOGL,2015-04-19,128.33,128.75,123.74,126.03,2362111
GOOGL,2015-04-20,126.03,129.82,125.05,129.71,1844520
GOOGL,2015-04-21,129.71,130.69,124.93,125.99,3010920
GOOGL,2015-04-22,125.99,128.33,120.43,120.81,4353762
GOOGL,2015-04-23,120.81,123.07,116.66,118.68,4583489
GOOGL,2015-04-24,118.68,121.41,116.89,119.16,3548336
GOOGL,2015-04-25,119.16,121.32,117.12,119.21,1967226
GOOGL,2015-04-26,119.21,123.92,118.45,123.13,4321104
GOOGL,2015-04-27,123.13,126.22,121.15,123.75,4726091
GOOGL,2015-04-28,123.75,125.86,122.90,124.51,1441733
GOOGL,2015-04-29,124.51,126.90,118.09,120.33,3405030
GOOGL,2015-04-30,120.33,122.44,113.51,115.28,2623998
GOOGL,2015-05-01,115.28,117.04,114.46,114.71,3406038
GOOGL,2015-05-02,114.71,116.71,112.45,113.36,4191662
GOOGL,2015-05-03,113.36,115.20,111.35,114.01,1013368
GOOGL,2015-05-04,114.01,117.38,113.66,116.33,2438392
GOOGL,2015-05-05,116.33,117.79,113.92,115.80,4936318
GOOGL,2015-05-06,115.80,116.18,111.41,113.30,4020922
GOOGL,2015-05-07,113.30,114.13,110.22,111.83,1718014
GOOGL,2015-05-08,111.83,111.94,106.37,108.09,3338679
GOOGL,2015-05-09,108.09,108.91,105.46,107.37,3901217
GOOGL,2015-05-10,107.37,110.81,107.04,109.08,1263869
GOOGL,2015-05-11,109.08,110.91,107.67,110.62,2106094
GOOGL,2015-05-12,110.62,111.87,110.16,111.03,3253943
GOOGL,2015-05-13,111.03,112.79,108.81,110.22,4318539
GOOGL,2015-05-14,110.22,110.66,106.02,106.25,1893211
GOOGL,2015-05-15,106.25,106.43,104.70,106.42,2761354
GOOGL,2015-05-16,106.42,109.57,105.23,107.85,2002398
GOOGL,2015-05-17,107.85,109.45,105.22,107.18,1519347
GOOGL,2015-05-18,107.18,108.49,105.91,108.26,4804267
GOOGL,2015-05-19,108.26,108.98,106.15,108.75,1458723
GOOGL,2015-05-20,108.75,112.13,108.02,110.43,3268662
GOOGL,2015-05-21,110.43,110.49,107.63,108.37,4731194
GOOGL,2015-05-22,108.37,113.29,106.91,111.79,1503123
GOOGL,2015-05-23,111.79,113.60,109.26,111.34,1941928
GOOGL,2015-05-24,111.34,117.67,110.24,115.76,3555867
GOOGL,2015-05-25,115.76,119.34,114.83,117.39,1952929
GOOGL,2015-05-26,117.39,120.59,116.20,118.77,4041060
GOOGL,2015-05-27,118.77,124.45,118.76,122.36,1979585
GOOGL,2015-05-28,122.36,124.80,117.44,118.63,4455637
GOOGL,2015-05-29,118.63,122.34,117.90,121.23,1850904
GOOGL,2015-05-30,121.23,124.29,119.79,123.52,2904727
GOOGL,2015-05-31,123.52,123.60,121.15,123.32,1355673
GOOGL,2015-06-01,123.32,124.54,122.40,123.87,1230085
GOOGL,2015-06-02,123.87,125.20,119.77,120.21,3771864
GOOGL,2015-06-03,120.21,121.15,119.26,119.38,4838849
GOOGL,2015-06-04,119.38,120.65,117.12,119.41,3439921
GOOGL,2015-06-05,119.41,120.78,114.28,116.13,4740512
GOOGL,2015-06-06,116.13,117.36,115.55,116.50,4059748
GOOGL,2015-06-07,116.50,121.30,114.65,121.20,2047012
GOOGL,2015-06-08,121.20,122.76,118.42,120.73,3375138
GOOGL,2015-06-09,120.73,124.38,119.12,122.85,3218304
GOOGL,2015-06-10,122.85,127.26,122.64,125.60,3098103
GOOGL,2015-06-11,125.60,128.03,123.22,125.11,1561778
GOOGL,2015-06-12,125.11,127.38,123.15,126.68,3036834
GOOGL,2015-06-13,126.68,130.31,124.24,128.90,2302650
GOOGL,2015-06-14,128.90,131.50,127.13,129.84,2131728
GOOGL,2015-06-15,129.84,131.65,129.42,129.95,4917278
GOOGL,2015-06-16,129.95,135.52,128.40,134.63,2824307
GOOGL,2015-06-17,134.63,140.72,134.41,139.09,1200007
GOOGL,2015-06-18,139.09,139.75,135.97,138.40,2527528
GOOGL,2015-06-19,138.40,138.77,133.58,135.51,3419281
GOOGL,2015-06-20,135.51,141.09,133.34,139.03,3676602
GOOGL,2015-06-21,139.03,141.14,135.14,136.69,1109235
GOOGL,2015-06-22,136.69,138.07,132.38,132.91,3494679
GOOGL,2015-06-23,132.91,136.45,130.68,135.58,4958498
GOOGL,2015-06-24,135.58,135.74,133.81,134.83,1390044
GOOGL,2015-06-25,134.83,136.88,133.99,136.85,4128066
GOOGL,2015-06-26,136.85,138.11,135.38,135.62,2129900
GOOGL,2015-06-27,135.62,136.26,132.44,135.10,4084815
GOOGL,2015-06-28,135.10,139.82,134.33,139.45,2316590
GOOGL,2015-06-29,139.45,140.74,137.93,138.43,3616087
GOOGL,2015-06-30,138.43,141.22,137.98,138.74,4686980
GOOGL,2015-07-01,138.74,144.38,136.02,143.46,2598804
GOOGL,2015-07-02,143.46,145.34,142.34,144.69,2143313
GOOGL,2015-07-03,144.69,146.23,143.52,145.94,4649041
GOOGL,2015-07-04,145.94,150.96,143.92,149.54,1514694
GOOGL,2015-07-05,149.54,154.11,147.72,152.71,3811489
GOOGL,2015-07-06,152.71,155.14,151.99,152.10,2827636
GOOGL,2015-07-07,152.10,154.21,148.62,151.62,1961098
GOOGL,2015-07-08,151.62,152.55,146.27,148.56,3202837
GOOGL,2015-07-09,148.56,150.38,141.98,142.94,2424738
GOOGL,2015-07-10,142.94,144.03,140.09,142.19,4255622
GOOGL,2015-07-11,142.19,145.04,140.73,144.52,2892665
GOOGL,2015-07-12,144.52,146.22,140.93,142.49,4223662
GOOGL,2015-07-13,142.49,146.61,140.42,146.17,3157557
GOOGL,2015-07-14,146.17,147.60,143.12,144.11,2839919
GOOGL,2015-07-15,144.11,144.40,137.20,137.41,1934550
GOOGL,2015-07-16,137.41,139.79,132.32,133.76,1611398
GOOGL,2015-07-17,133.76,134.33,131.69,131.83,4618755
GOOGL,2015-07-18,131.83,132.94,127.89,129.76,3823177
GOOGL,2015-07-19,129.76,136.30,129.31,134.15,4300284
GOOGL,2015-07-20,134.15,139.70,132.61,137.54,3005070
GOOGL,2015-07-21,137.54,141.64,137.04,140.12,3326167
GOOGL,2015-07-22,140.12,146.88,138.90,145.15,1582865
GOOGL,2015-07-23,145.15,148.29,144.31,147.43,2697213
GOOGL,2015-07-24,147.43,149.64,145.58,147.39,3706426
GOOGL,2015-07-25,147.39,148.75,139.53,141.53,2613879
GOOGL,2015-07-26,141.53,142.36,138.44,140.39,4881867
